,ligand,receptor,pathway,ligand_annotation,TF
Lama4|COMPLEX:Itga9_Itgb1,Lama4,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lama5|COMPLEX:Itga9_Itgb1,Lama5,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lamb1|COMPLEX:Itga9_Itgb1,Lamb1,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lamb2|COMPLEX:Itga9_Itgb1,Lamb2,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lamb3|COMPLEX:Itga9_Itgb1,Lamb3,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lamc1|COMPLEX:Itga9_Itgb1,Lamc1,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lamc2|COMPLEX:Itga9_Itgb1,Lamc2,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lamc3|COMPLEX:Itga9_Itgb1,Lamc3,COMPLEX:Itga9_Itgb1,LAMININ,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Lama1|COMPLEX:Itgav_Itgb8,Lama1,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lama2|COMPLEX:Itgav_Itgb8,Lama2,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lama3|COMPLEX:Itgav_Itgb8,Lama3,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lama4|COMPLEX:Itgav_Itgb8,Lama4,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lama5|COMPLEX:Itgav_Itgb8,Lama5,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lamb1|COMPLEX:Itgav_Itgb8,Lamb1,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lamb2|COMPLEX:Itgav_Itgb8,Lamb2,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lamb3|COMPLEX:Itgav_Itgb8,Lamb3,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lamc1|COMPLEX:Itgav_Itgb8,Lamc1,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lamc2|COMPLEX:Itgav_Itgb8,Lamc2,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lamc3|COMPLEX:Itgav_Itgb8,Lamc3,COMPLEX:Itgav_Itgb8,LAMININ,Secreted,"Smad3, Nfkb1, Sp1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg, Jun"
Lama1|COMPLEX:Itga6_Itgb4,Lama1,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lama2|COMPLEX:Itga6_Itgb4,Lama2,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lama3|COMPLEX:Itga6_Itgb4,Lama3,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lama4|COMPLEX:Itga6_Itgb4,Lama4,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lama5|COMPLEX:Itga6_Itgb4,Lama5,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lamb1|COMPLEX:Itga6_Itgb4,Lamb1,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lamb2|COMPLEX:Itga6_Itgb4,Lamb2,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lamb3|COMPLEX:Itga6_Itgb4,Lamb3,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lamc1|COMPLEX:Itga6_Itgb4,Lamc1,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lamc2|COMPLEX:Itga6_Itgb4,Lamc2,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lamc3|COMPLEX:Itga6_Itgb4,Lamc3,COMPLEX:Itga6_Itgb4,LAMININ,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Lama1|Cd44,Lama1,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lama2|Cd44,Lama2,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lama3|Cd44,Lama3,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lama4|Cd44,Lama4,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lama5|Cd44,Lama5,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lamb1|Cd44,Lamb1,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lamb2|Cd44,Lamb2,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lamb3|Cd44,Lamb3,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lamc1|Cd44,Lamc1,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lamc2|Cd44,Lamc2,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lamc3|Cd44,Lamc3,Cd44,LAMININ,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Lama1|Sv2a,Lama1,Sv2a,LAMININ,Secreted,
Lama2|Sv2a,Lama2,Sv2a,LAMININ,Secreted,
Lama3|Sv2a,Lama3,Sv2a,LAMININ,Secreted,
Lama4|Sv2a,Lama4,Sv2a,LAMININ,Secreted,
Lama5|Sv2a,Lama5,Sv2a,LAMININ,Secreted,
Lamb1|Sv2a,Lamb1,Sv2a,LAMININ,Secreted,
Lamb2|Sv2a,Lamb2,Sv2a,LAMININ,Secreted,
Lamb3|Sv2a,Lamb3,Sv2a,LAMININ,Secreted,
Lamc1|Sv2a,Lamc1,Sv2a,LAMININ,Secreted,
Lamc2|Sv2a,Lamc2,Sv2a,LAMININ,Secreted,
Lamc3|Sv2a,Lamc3,Sv2a,LAMININ,Secreted,
Lama1|Sv2b,Lama1,Sv2b,LAMININ,Secreted,
Lama2|Sv2b,Lama2,Sv2b,LAMININ,Secreted,
Lama3|Sv2b,Lama3,Sv2b,LAMININ,Secreted,
Lama4|Sv2b,Lama4,Sv2b,LAMININ,Secreted,
Lama5|Sv2b,Lama5,Sv2b,LAMININ,Secreted,
Lamb1|Sv2b,Lamb1,Sv2b,LAMININ,Secreted,
Lamb2|Sv2b,Lamb2,Sv2b,LAMININ,Secreted,
Lamb3|Sv2b,Lamb3,Sv2b,LAMININ,Secreted,
Lamc1|Sv2b,Lamc1,Sv2b,LAMININ,Secreted,
Lamc2|Sv2b,Lamc2,Sv2b,LAMININ,Secreted,
Lamc3|Sv2b,Lamc3,Sv2b,LAMININ,Secreted,
Lama1|Sv2c,Lama1,Sv2c,LAMININ,Secreted,
Lama2|Sv2c,Lama2,Sv2c,LAMININ,Secreted,
Lama3|Sv2c,Lama3,Sv2c,LAMININ,Secreted,
Lama4|Sv2c,Lama4,Sv2c,LAMININ,Secreted,
Lama5|Sv2c,Lama5,Sv2c,LAMININ,Secreted,
Lamb1|Sv2c,Lamb1,Sv2c,LAMININ,Secreted,
Lamb2|Sv2c,Lamb2,Sv2c,LAMININ,Secreted,
Lamb3|Sv2c,Lamb3,Sv2c,LAMININ,Secreted,
Lamc1|Sv2c,Lamc1,Sv2c,LAMININ,Secreted,
Lamc2|Sv2c,Lamc2,Sv2c,LAMININ,Secreted,
Lamc3|Sv2c,Lamc3,Sv2c,LAMININ,Secreted,
Lama1|Dag1,Lama1,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lama2|Dag1,Lama2,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lama3|Dag1,Lama3,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lama4|Dag1,Lama4,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lama5|Dag1,Lama5,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lamb1|Dag1,Lamb1,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lamb2|Dag1,Lamb2,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lamb3|Dag1,Lamb3,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lamc1|Dag1,Lamc1,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lamc2|Dag1,Lamc2,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lamc3|Dag1,Lamc3,Dag1,LAMININ,Secreted,"Trp53, Nkx3-1, Atf2, Fos, Stat3, Nr1h4, Nfe2l2"
Lck|COMPLEX:Cd8a_Cd8b1,Lck,COMPLEX:Cd8a_Cd8b1,LCK,unSecreted,
Lefty2|Acvr2a,Lefty2,Acvr2a,LEFTY2,Secreted,"Smad3, Junb, Nfkb1, E2f4, Tfdp1, Rela, Smad1, Smad4, Nanog, E2f5, Smad5, Smad2"
Lefty2|Acvr2b,Lefty2,Acvr2b,LEFTY2,Secreted,"Tcf7l2, E2f5, Foxo1, Smad2, Jun, Mef2a, Sp1, E2f4, Esr1, Rela, Nanog, Smad5, Mef2c, Junb, Nfkb1, Smad9, Smad3, Tfdp1, Smad1, Smad4, Lef1, Max, Gata3, Creb1"
Lep|Lepr,Lep,Lepr,LEP,Secreted,"Foxo3, Prdm1, Stat3, Dnmt1, Spi1, Grhl1, Foxo1, Foxo4, Mlxipl, Stat2, Stat1, Rela, Dbp, Stat5a, Ppargc1a, Atoh1, Junb, Klf4, Trp53, Irf9, Stat5b, Hoxa10, Egr1, Myc, Stat6, Stat4, Foxo6, Ppara, Gtf2i"
Lgals3bp|Itgb1,Lgals3bp,Itgb1,LGALS3BP,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Cga|Lhcgr,Cga,Lhcgr,LHB,Secreted,"Nfkb1, Nfatc1, Crebbp, Gli1, Creb5, Creb3, Creb3l1, Fos, Gli3, Creb3l4, Sox9, Ppara, Creb1, Jun, Creb3l3, Creb3l2"
Lhb|Lhcgr,Lhb,Lhcgr,LHB,Secreted,"Nfkb1, Nfatc1, Crebbp, Gli1, Creb5, Creb3, Creb3l1, Fos, Gli3, Creb3l4, Sox9, Ppara, Creb1, Jun, Creb3l3, Creb3l2"
Ctf1|COMPLEX:Il6st_Lifr,Ctf1,COMPLEX:Il6st_Lifr,LIFR,Secreted,"Nr4a1, Rorc, Foxo3, Thra, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Stat3, Erf, Ets2, Creb3l4, Elk1, Foxo1, Jun, Hsf1, Sp1, Foxo4, Stat2, Esr1, Stat1, Rela, Fos, Dbp, Stat5a, Hif1a, Atoh1, Ets1, Junb, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Irf9, Stat5b, Creb3l2, Egr1, Myc, Smad3, Stat6, Nfatc1, Rora, Atf2, Creb3, Stat4, Foxo6, Runx2, Gtf2i, Nfatc2, Creb1, Thrb"
Lif|COMPLEX:Il6st_Lifr,Lif,COMPLEX:Il6st_Lifr,LIFR,Secreted,"Nr4a1, Rorc, Foxo3, Thra, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Stat3, Erf, Ets2, Creb3l4, Elk1, Foxo1, Jun, Hsf1, Sp1, Foxo4, Stat2, Esr1, Stat1, Rela, Fos, Dbp, Stat5a, Hif1a, Atoh1, Ets1, Junb, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Irf9, Stat5b, Creb3l2, Egr1, Myc, Smad3, Stat6, Nfatc1, Rora, Atf2, Creb3, Stat4, Foxo6, Runx2, Gtf2i, Nfatc2, Creb1, Thrb"
Lifr|Il6st,Lifr,Il6st,LIFR,unSecreted,"Nr4a1, Rorc, Foxo3, Thra, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Stat3, Erf, Ets2, Creb3l4, Elk1, Foxo1, Jun, Hsf1, Sp1, Foxo4, Stat2, Esr1, Stat1, Rela, Fos, Dbp, Stat5a, Hif1a, Atoh1, Ets1, Junb, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Irf9, Stat5b, Creb3l2, Egr1, Myc, Smad3, Stat6, Nfatc1, Rora, Atf2, Creb3, Stat4, Foxo6, Runx2, Gtf2i, Nfatc2, Creb1, Thrb"
Cntf|COMPLEX:Cntfr_Lifr,Cntf,COMPLEX:Cntfr_Lifr,LIFR,Secreted,"Myc, Stat6, Thra, Stat2, Stat1, Stat4, Stat3, Dbp, Gtf2i, Irf9, Stat5a, Atoh1, Stat5b"
Tnfsf14|Ltbr,Tnfsf14,Ltbr,LIGHT,Secreted,"Stat3, Nfkb2, Rela"
Tnfsf14|Tnfrsf10b,Tnfsf14,Tnfrsf10b,LIGHT,Secreted,"Ikbkb, Nfkbia"
Pirb|Lair1,Pirb,Lair1,LILRB4,unSecreted,
Lin7c|Htr2c,Lin7c,Htr2c,LIN7C,unSecreted,"Stat3, Pparg, Smad3, Rxra, Ar, Stat1, Stat5b, Gtf2i, Jun, Esr1, Fos, Stat5a"
Liph|Lpar1,Liph,Lpar1,LIPH,Secreted,"Stat3, Pparg, Smad3, Rxra, Ar, Stat1, Stat5b, Gtf2i, Jun, Esr1, Fos, Stat5a"
Liph|Lpar4,Liph,Lpar4,LIPH,Secreted,"Stat3, Pparg, Smad3, Rxra, Ar, Stat1, Stat5b, Gtf2i, Jun, Esr1, Fos, Stat5a, Myc"
Liph|Lpar2,Liph,Lpar2,LIPH,Secreted,"Stat3, Pparg, Smad3, Rxra, Ar, Stat1, Stat5b, Gtf2i, Jun, Esr1, Fos, Stat5a, Myc"
Lpl|Sdc1,Lpl,Sdc1,LPL,unSecreted,"Nr4a1, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Ets2, Erf, Creb3l4, Elk1, Jun, Hsf1, Sp1, Ar, Esr1, Stat1, Rela, Fos, Hif1a, Ets1, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Creb3l2, Egr1, Smad3, Myc, Nfatc1, Atf2, Creb3, Runx2, Nfatc2, Creb1, Thrb"
Lpl|Vldlr,Lpl,Vldlr,LPL,unSecreted,
Lpl|Lrp2,Lpl,Lrp2,LPL,unSecreted,Gata3
Lpl|Lrp1,Lpl,Lrp1,LPL,unSecreted,"Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg"
Lrig1|Met,Lrig1,Met,LRIG1,unSecreted,"Nr4a1, Tfap4, Foxo3, Tcf7l2, Brca1, Creb5, Thra, Tcf7l1, Creb3l1, Atf6b, Stat3, Creb3l4, Elk1, Foxo1, Jun, Sp1, Runx3, Rxra, Stat2, Rela, Fos, Traf6, Stat1, Stat5a, Hif1a, Ets1, Creb3l3, Trp53, Nfkb1, Atf4, Gata4, Irf9, Ctnnb1, Nfkb2, Stat5b, Creb3l2, Tcf7, Myc, Rbl2, Stat6, Nfkbia, Atf2, Creb3, Stat4, Ikbkb, Myb, Lef1, Creb1, Mdm2"
Lrp1b|Plaur,Lrp1b,Plaur,LRP,unSecreted,"Stat3, Pparg, Rxra, Ar, Stat1, Stat5b, Gtf2i, Esr1, Fos, Stat5a"
Lsamp|Negr1,Lsamp,Negr1,LSAMP,unSecreted,
Lta|Tnfrsf1a,Lta,Tnfrsf1a,LT,Secreted,"Foxo3, Trp73, Esr2, Ddit3, Srebf1, Parp1, Stat3, Jund, Rel, Elk1, Foxo1, Jun, Relb, Daxx, Sp1, Elk4, Foxo4, Trp63, Fosb, Fosl1, Esr1, Rela, Fos, Traf6, Terf1, Mef2c, Junb, Trp53, Nfkb1, Nfatc3, Atf4, Nfkb2, Egr1, Irf5, Myc, Smad3, Nfatc1, Terf2, Nfkbib, Nfkbia, Atf2, Ikbkb, Foxo6, Max, Smad4, Fosl2, Creb1"
Lta|Tnfrsf1b,Lta,Tnfrsf1b,LT,Secreted,"Nfkb1, Daxx, Irf1, Terf2, Nfkbib, Nfkbia, Rela, Ikbkb, Terf1, Jun"
Lta|Tnfrsf10b,Lta,Tnfrsf10b,LT,Secreted,"Ikbkb, Nfkbia"
Ltbp1|Itgb5,Ltbp1,Itgb5,LTBP,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Ltbp3|Itgb5,Ltbp3,Itgb5,LTBP,Secreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Ltbr|Traf2,Ltbr,Traf2,LTBR,unSecreted,"Irf3, Foxo3, Thra, Esr2, Stat3, Rel, Jund, Elk1, Foxo1, Jun, Hsf1, Relb, Sp1, Foxo4, Trp63, Fosb, Fosl1, Esr1, Rela, Fos, Hif1a, Junb, Trp53, Nfkb1, Egr1, Irf7, Pparg, Smad3, Atf2, Smad4, Foxo6, Fosl2"
Madcam1|COMPLEX:Itga4_Itgb7,Madcam1,COMPLEX:Itga4_Itgb7,MADCAM,unSecreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Madcam1|Cd44,Madcam1,Cd44,MADCAM,unSecreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Mag|Mag,Mag,Mag,MAG,unSecreted,
Matn1|Itgb1,Matn1,Itgb1,MATN1,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
